İlan Oluşturma Tarihi,Net Metrekare,Ilce,Error,Fiyat Durumu,Kategorisi,Binanın Yaşı,Tipi,Tapu Durumu,Türü,Slug,Takas,url,Banyo Sayısı,__source_file,İlan Numarası,Isıtma Tipi,Baslik,Kullanım Durumu,Binanın Kat Sayısı,Fiyat,İlan Güncelleme Tarihi,Oda Sayısı,Site İçerisinde,Bulunduğu Kat,ParseStatus,Lokasyon,Krediye Uygunluk,Brüt Metrekare,Il,Ilce_sayfa,Mahalle,Yakin_Ulasim_Min_m,Yakin_Egitim_Min_m,Yakin_Market_Min_m,Yakininda_JSON,Ilan_Ozellikleri,Ilan_Ozellik_Sayisi,Bolge_1Y_Deger_Degisimi,Demo_Toplam_Nufus,Demo_Egitim_Durumu,Demo_Ortalama_Yas,Demo_Medeni_Hal,Demo_Sosyo_Ekonomik_Statu,Demo_Hane_Halki_Geliri,Demo_Hane_Halki_Geliri_TL
,50 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/yildiz-emlaktan-camikebirde-onu-acik-manzarali-balkonlu-11-18927739,1,izmir_part2_20_30_pages5.csv,18927739.0,Kombi Doğalgaz,"Yıldız Emlaktan Camikebirde, Önü Açık, Manzaralı, Balkonlu 1+1",Boş,4.0,3.800.000 TL,06 Şubat 2026,1+1,Hayır,4.Kat,OK,İzmir - Seferihisar - Camikebir Mahallesi,Krediye Uygun Değil,55 m²,İzmir,Seferihisar,Camikebir Mahallesi,234.0,234.0,234.0,"{""Ulaşım"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":289},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":306},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":412},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":438},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":234},{""name"":""Migros Jet"",""distance_m"":371},{""name"":""Bim"",""distance_m"":385}],""Eğitim Kurumları"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":289},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":306},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":412},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":438},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":234},{""name"":""Migros Jet"",""distance_m"":371},{""name"":""Bim"",""distance_m"":385}],""Marketler"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":289},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":306},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":412},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":438},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":234},{""name"":""Migros Jet"",""distance_m"":371},{""name"":""Bim"",""distance_m"":385}]}",Seramik Zemin|Spot Işık|Laminant Mutfak|Ahşap Doğrama|Anayol,5.0,38.0,13.694 - Çok yoğun,%31 Üniversite ve Üstü,38,%51 Evli,C,,
,120 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Villa,Müstakil Tapulu,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/duzce-de-kose-parsel-310-m2-arsa-icerisinde-satilik-31-villa-18927738,3,izmir_part2_20_30_pages5.csv,18927738.0,Yerden Isıtma,Düzce'de Köşe Parsel 310 M2 Arsa İçerisinde Satılık 3+1 Villa,Boş,2.0,15.600.000 TL,30 Ocak 2026,3+1,Hayır,,OK,İzmir - Seferihisar - Düzce Mahallesi,Krediye Uygun,130 m²,İzmir,Seferihisar,Düzce Mahallesi,455.0,455.0,455.0,"{""Ulaşım"":[{""name"":""Gölet Ata Otobüs Durağı"",""distance_m"":455},{""name"":""Ekokoy Otobüs Durağı"",""distance_m"":461},{""name"":""Otobüs Durağı"",""distance_m"":522},{""name"":""Seferihisar İMKB Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":711},{""name"":""Uluslararası Seferihisar İMKB Anadolu İmam Hatip Lisesi"",""distance_m"":993},{""name"":""Düzce İlkokulu"",""distance_m"":1200}],""Eğitim Kurumları"":[{""name"":""Gölet Ata Otobüs Durağı"",""distance_m"":455},{""name"":""Ekokoy Otobüs Durağı"",""distance_m"":461},{""name"":""Otobüs Durağı"",""distance_m"":522},{""name"":""Seferihisar İMKB Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":711},{""name"":""Uluslararası Seferihisar İMKB Anadolu İmam Hatip Lisesi"",""distance_m"":993},{""name"":""Düzce İlkokulu"",""distance_m"":1200}],""Marketler"":[{""name"":""Gölet Ata Otobüs Durağı"",""distance_m"":455},{""name"":""Ekokoy Otobüs Durağı"",""distance_m"":461},{""name"":""Otobüs Durağı"",""distance_m"":522},{""name"":""Seferihisar İMKB Mesleki Ve Teknik Anadolu Lisesi"",""distance_m"":711},{""name"":""Uluslararası Seferihisar İMKB Anadolu İmam Hatip Lisesi"",""distance_m"":993},{""name"":""Düzce İlkokulu"",""distance_m"":1200}]}",Anayol,1.0,28.0,1.457 - Az yoğun,%24 Üniversite ve Üstü,38,%48 Evli,C,,
,40 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Daire,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-camikebir-mahallesi-11-sifir-bina-18927734,1,izmir_part2_20_30_pages5.csv,18927734.0,Kombi Doğalgaz,İzmir / Seferihisar / Camikebir Mahallesi 1+1 | Sıfır Bina,Boş,3.0,3.750.000 TL,30 Ocak 2026,1+1,Hayır,Yüksek Giriş,OK,İzmir - Seferihisar - Camikebir Mahallesi,Krediye Uygun,55 m²,İzmir,Seferihisar,Camikebir Mahallesi,428.0,428.0,428.0,"{""Ulaşım"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":470},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":493},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":570},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":616},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":428},{""name"":""Migros Jet"",""distance_m"":566},{""name"":""Bim"",""distance_m"":578}],""Eğitim Kurumları"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":470},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":493},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":570},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":616},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":428},{""name"":""Migros Jet"",""distance_m"":566},{""name"":""Bim"",""distance_m"":578}],""Marketler"":[{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":470},{""name"":""Öğretmen Evi Otobüs Durağı"",""distance_m"":493},{""name"":""Esentepe Otobüs Durağı"",""distance_m"":570},{""name"":""Dokuz Eylül Üniversitesi Necat Hepkon Spor Bilimleri Fakültesi"",""distance_m"":616},{""name"":""Özel Ebru Kırant Anaokulu"",""distance_m"":1100},{""name"":""Şok - İzmir Seferihisar Ergüllü Şubesi"",""distance_m"":428},{""name"":""Migros Jet"",""distance_m"":566},{""name"":""Bim"",""distance_m"":578}]}",Anayol,1.0,38.0,13.694 - Çok yoğun,%31 Üniversite ve Üstü,38,%51 Evli,C,,
,90 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Yazlık,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-payamli-da-satilik-yazlik-villa-31-18924561,1,izmir_part2_20_30_pages5.csv,18924561.0,Klimalı,İzmi̇r Seferi̇hi̇sar Payamlı Da Satılık Yazlık Vi̇lla 3+1,Boş,2.0,8.500.000 TL,29 Nisan 2026,2+1,Hayır,Villa Tipi,OK,İzmir - Seferihisar - Payamlı Mahallesi,Krediye Uygun,120 m²,İzmir,Seferihisar,Payamlı Mahallesi,113.0,113.0,113.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":113},{""name"":""Otobüs Durağı"",""distance_m"":122},{""name"":""Ürkmez Kumsal Otobüs Durağı"",""distance_m"":158},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1200},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1200},{""name"":""Soner Değerli - Ürkmez İlkokulu"",""distance_m"":1400},{""name"":""A - 101 - Bengiler Seferihisar Şubesi"",""distance_m"":311},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":472}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":113},{""name"":""Otobüs Durağı"",""distance_m"":122},{""name"":""Ürkmez Kumsal Otobüs Durağı"",""distance_m"":158},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1200},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1200},{""name"":""Soner Değerli - Ürkmez İlkokulu"",""distance_m"":1400},{""name"":""A - 101 - Bengiler Seferihisar Şubesi"",""distance_m"":311},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":472}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":113},{""name"":""Otobüs Durağı"",""distance_m"":122},{""name"":""Ürkmez Kumsal Otobüs Durağı"",""distance_m"":158},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1200},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1200},{""name"":""Soner Değerli - Ürkmez İlkokulu"",""distance_m"":1400},{""name"":""A - 101 - Bengiler Seferihisar Şubesi"",""distance_m"":311},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":472}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Laminant|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,33.0,45.0,1.695 - Az yoğun,%32 İlkokul,48,%58 Evli,C,45.859 TL,45859.0
,130 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Villa,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-doganbey-de-satilik-mustakil-yazlik-31-18924559,2,izmir_part2_20_30_pages5.csv,18924559.0,Klimalı,İzmi̇r Seferi̇hi̇sar Doğanbey De Satılık Müstaki̇l Yazlık 3+1,Boş,2.0,8.500.000 TL,29 Nisan 2026,3+1,Hayır,,OK,İzmir - Seferihisar - Atatürk Mahallesi,Krediye Uygun,200 m²,İzmir,Seferihisar,Atatürk Mahallesi,260.0,260.0,260.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":260},{""name"":""Otobüs Durağı"",""distance_m"":529},{""name"":""Otobüs Durağı"",""distance_m"":784},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1800},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1900},{""name"":""M Migros"",""distance_m"":729},{""name"":""Migros - Cumhuriyet Mahallesi Doğanbey Şubesi"",""distance_m"":743},{""name"":""A - 101"",""distance_m"":1200}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":260},{""name"":""Otobüs Durağı"",""distance_m"":529},{""name"":""Otobüs Durağı"",""distance_m"":784},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1800},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1900},{""name"":""M Migros"",""distance_m"":729},{""name"":""Migros - Cumhuriyet Mahallesi Doğanbey Şubesi"",""distance_m"":743},{""name"":""A - 101"",""distance_m"":1200}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":260},{""name"":""Otobüs Durağı"",""distance_m"":529},{""name"":""Otobüs Durağı"",""distance_m"":784},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":1800},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":1900},{""name"":""M Migros"",""distance_m"":729},{""name"":""Migros - Cumhuriyet Mahallesi Doğanbey Şubesi"",""distance_m"":743},{""name"":""A - 101"",""distance_m"":1200}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,32.0,21.0,1.648 - Az yoğun,%25 Üniversite ve Üstü,48,%58 Evli,C,,
,120 m²,Seferihisar,,Genel Fiyat,Satılık,21 Ve Üzeri,Villa,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-doganbey-denize-yakin-satilik-yazlik-31-18924556,1,izmir_part2_20_30_pages5.csv,18924556.0,Klimalı,İzmi̇r Seferi̇hi̇sar Doğanbey Deni̇ze Yakın Satılık Yazlık 3+1,Boş,2.0,9.250.000 TL,29 Nisan 2026,3+1,Hayır,,OK,İzmir - Seferihisar - Payamlı Mahallesi,Krediye Uygun,180 m²,İzmir,Seferihisar,Payamlı Mahallesi,219.0,219.0,219.0,"{""Ulaşım"":[{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":224},{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":254},{""name"":""Fırın Otobüs Durağı"",""distance_m"":277},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":825},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":842},{""name"":""Soner Değerli - Ürkmez Ortaokulu"",""distance_m"":2000},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":219},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":357}],""Eğitim Kurumları"":[{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":224},{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":254},{""name"":""Fırın Otobüs Durağı"",""distance_m"":277},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":825},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":842},{""name"":""Soner Değerli - Ürkmez Ortaokulu"",""distance_m"":2000},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":219},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":357}],""Marketler"":[{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":224},{""name"":""Ürkmez Jandarma Otobüs Durağı"",""distance_m"":254},{""name"":""Fırın Otobüs Durağı"",""distance_m"":277},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":825},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":842},{""name"":""Soner Değerli - Ürkmez Ortaokulu"",""distance_m"":2000},{""name"":""Migros - Doğanbey Şubesi"",""distance_m"":219},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":357}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Laminant|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,33.0,38.0,1.695 - Az yoğun,%32 İlkokul,48,%58 Evli,C,45.859 TL,45859.0
,90 m²,Seferihisar,,Genel Fiyat,Satılık,21 Ve Üzeri,Villa,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-doganbey-site-icinde-satilik-yazlik-31-18924553,2,izmir_part2_20_30_pages5.csv,18924553.0,Klimalı,İzmi̇r Seferi̇hi̇sar Doğanbey Si̇te İçi̇nde Satılık Yazlık 3+1,Boş,2.0,9.250.000 TL,06 Şubat 2026,3+1,Hayır,,OK,İzmir - Seferihisar - Atatürk Mahallesi,Krediye Uygun,150 m²,İzmir,Seferihisar,Atatürk Mahallesi,169.0,169.0,169.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":169},{""name"":""Otobüs Durağı"",""distance_m"":291},{""name"":""Otobüs Durağı"",""distance_m"":651}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":169},{""name"":""Otobüs Durağı"",""distance_m"":291},{""name"":""Otobüs Durağı"",""distance_m"":651}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":169},{""name"":""Otobüs Durağı"",""distance_m"":291},{""name"":""Otobüs Durağı"",""distance_m"":651}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,32.0,21.0,1.648 - Az yoğun,%25 Üniversite ve Üstü,48,%58 Evli,C,,
,30 m²,Seferihisar,,Genel Fiyat,Satılık,0 (Yeni),Daire,Hisseli Tapu,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-payamli-da-satilik-daire-11-18924549,1,izmir_part2_20_30_pages5.csv,18924549.0,Klimalı,İzmir Seferihisar Payamlı Da Satılık Daire 1+1,Boş,3.0,2.750.000 TL,29 Nisan 2026,1+1,Hayır,2.Kat,OK,İzmir - Seferihisar - Payamlı Mahallesi,Bilinmiyor,40 m²,İzmir,Seferihisar,Payamlı Mahallesi,133.0,133.0,133.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":133},{""name"":""Otobüs Durağı"",""distance_m"":167},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":281},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":754},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":803},{""name"":""A - 101"",""distance_m"":193},{""name"":""Şok - Seferihisar Doğanbey Mağazası"",""distance_m"":252},{""name"":""Bim - Doğanbey - Seferihisar Şubesi"",""distance_m"":307}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":133},{""name"":""Otobüs Durağı"",""distance_m"":167},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":281},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":754},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":803},{""name"":""A - 101"",""distance_m"":193},{""name"":""Şok - Seferihisar Doğanbey Mağazası"",""distance_m"":252},{""name"":""Bim - Doğanbey - Seferihisar Şubesi"",""distance_m"":307}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":133},{""name"":""Otobüs Durağı"",""distance_m"":167},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":281},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":754},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":803},{""name"":""A - 101"",""distance_m"":193},{""name"":""Şok - Seferihisar Doğanbey Mağazası"",""distance_m"":252},{""name"":""Bim - Doğanbey - Seferihisar Şubesi"",""distance_m"":307}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Laminant|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,33.0,78.0,1.695 - Az yoğun,%32 İlkokul,48,%58 Evli,C,45.859 TL,45859.0
,150 m²,Seferihisar,,Genel Fiyat,Satılık,21 Ve Üzeri,Yazlık,Kat Mülkiyeti,Konut,seferihisar,Yok,https://www.emlakjet.com/ilan/izmir-seferihisar-doganbey-de-satilik-deniz-manzarali-yazlik-41-18924539,2,izmir_part2_20_30_pages5.csv,18924539.0,Klimalı,İzmir Seferihisar Doğanbey De Satılık Deniz Manzaralı Yazlık 4+1,Boş,3.0,15.000.000 TL,29 Nisan 2026,4+1,Hayır,Villa Tipi,OK,İzmir - Seferihisar - Atatürk Mahallesi,Krediye Uygun,230 m²,İzmir,Seferihisar,Atatürk Mahallesi,241.0,241.0,241.0,"{""Ulaşım"":[{""name"":""Otobüs Durağı"",""distance_m"":241},{""name"":""Otobüs Durağı"",""distance_m"":352},{""name"":""Otobüs Durağı"",""distance_m"":417}],""Eğitim Kurumları"":[{""name"":""Otobüs Durağı"",""distance_m"":241},{""name"":""Otobüs Durağı"",""distance_m"":352},{""name"":""Otobüs Durağı"",""distance_m"":417}],""Marketler"":[{""name"":""Otobüs Durağı"",""distance_m"":241},{""name"":""Otobüs Durağı"",""distance_m"":352},{""name"":""Otobüs Durağı"",""distance_m"":417}]}",ADSL|Fiber|Kablo TV - Uydu|Hilton Banyo|Duşakabinli|Gömme Dolap|Seramik Zemin|Panjur|Çelik Kapı|Laminant|Kartonpiyer|Spot Işık|Parke|Ahşap Doğrama|PVC Doğrama|Isı Yalıtımı|Isıcam|Kuzey Cepheli|Doğu Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Alışveriş Merkezi|Şehir Manzaralı|Yeşil Alan Manzaralı|Deniz Manzaralı|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Havaalanı|Hastaneye Yakın|Okula Yakın|Camiye Yakın|Dolmuş,34.0,22.0,1.648 - Az yoğun,%25 Üniversite ve Üstü,48,%58 Evli,C,,
,165 m²,Seferihisar,,Genel Fiyat,Satılık,11-15,Villa,Kat Mülkiyeti,Konut,seferihisar,,https://www.emlakjet.com/ilan/seferihisar-doganbey-de-denize-350m-mesafede-genis-ve-huzurlu-71-villa-18923515,3,izmir_part2_20_30_pages5.csv,18923515.0,Klimalı,"Seferihisar Doğanbey’de Denize 350m Mesafede, Geniş Ve Huzurlu 7+1 Villa",Mülk Sahibi Oturuyor,3.0,15.500.000 TL,10 Şubat 2026,7+1,Hayır,,OK,İzmir - Seferihisar - Payamlı Mahallesi,Krediye Uygun,217 m²,İzmir,Seferihisar,Payamlı Mahallesi,124.0,124.0,124.0,"{""Ulaşım"":[{""name"":""Fırın Otobüs Durağı"",""distance_m"":234},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":278},{""name"":""Fırın Otobüs Durağı"",""distance_m"":294},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":308},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":319},{""name"":""Pazar Alanı"",""distance_m"":124},{""name"":""Aldı Gross Market"",""distance_m"":148},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":227}],""Eğitim Kurumları"":[{""name"":""Fırın Otobüs Durağı"",""distance_m"":234},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":278},{""name"":""Fırın Otobüs Durağı"",""distance_m"":294},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":308},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":319},{""name"":""Pazar Alanı"",""distance_m"":124},{""name"":""Aldı Gross Market"",""distance_m"":148},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":227}],""Marketler"":[{""name"":""Fırın Otobüs Durağı"",""distance_m"":234},{""name"":""Payamlı Muhtarlık Otobüs Durağı"",""distance_m"":278},{""name"":""Fırın Otobüs Durağı"",""distance_m"":294},{""name"":""Doğanbey Payamlı İlkokulu"",""distance_m"":308},{""name"":""Doğanbey Payamlı Ortaokulu"",""distance_m"":319},{""name"":""Pazar Alanı"",""distance_m"":124},{""name"":""Aldı Gross Market"",""distance_m"":148},{""name"":""Şok - İzmir Seferihisar Payamlı Şubesi"",""distance_m"":227}]}",ADSL|Wi-Fi|İtalyan Banyo|Hilton Banyo|Küvet|Duşakabinli|Sıcak Su|Ebeveyn Banyo|Gömme Dolap|Seramik Zemin|Panjur|Giyinme Odası|PVC Doğrama|Isı Yalıtımı|Bahçe - Müstakil|Isıcam|Hidrofor|Su Deposu|Ses Yalıtımı|Kuzey Cepheli|Batı Cepheli|Güney Cepheli|Çocuk Parkı|Açık Otopark|Futbol Sahası|Bahçe|Şehir Manzaralı|Yeşil Alan Manzaralı|Otoban|Caddeye Yakın|Semt Pazarına Yakın|Anayol|Hastaneye Yakın|Camiye Yakın|Otobüs|E-5,36.0,38.0,1.695 - Az yoğun,%32 İlkokul,48,%58 Evli,C,45.859 TL,45859.0
